name,title,coords
Площадь г. Липецк,Landmark,"-61.3846, 77.7844"
Castle of North Claudia,Historic Site,"-33.9933, 36.2825"
Park of Port Erica,Пляж,"51.4622, 57.1126"
Museum of Tracyport,Historic Site,"26.8269, -77.6741"
Castle of Carloschester,Достопримечательность,"-5.4449, -28.1283"
Lake of New Wendy,Парк,"-35.8822, -160.792"
Bridge of East Jessica,Beach,"31.2451, 43.6969"
Площадь клх Туруханск,Landmark,"67.3872, -117.7783"
Озеро к. Абакан,Famous Intersection,"22.5375, -124.203"
Площадь с. Кунгур,Исторический район,"-51.0424, -70.7864"
Гора п. Чегем,Музей,"-57.9147, 78.6889"
Bridge of Jenniferland,Горнолыжный курорт,"-8.7552, 108.9511"
Площадь г. Владимир,Музей,"-57.7197, 91.0719"
Парк с. Омск,Пляж,"-15.6838, -127.5754"
Castle of Dukeland,Museum,"24.2592, -93.6904"
Castle of New Rhonda,Landmark,"-40.1083, 155.6582"
Museum of Port Ericberg,Храм,"-55.7084, 34.598"
Lake of Kathleenmouth,Landmark,"-62.5433, -125.9442"
Замок ст. Бронницы,Музей,"-66.2082, -126.0202"
Castle of Jamesland,Храм,"40.2968, 90.8483"
Замок ст. Кирово-Чепецк,Museum,"67.6764, -16.9654"
Museum of Glennhaven,Famous Intersection,"-53.0395, 64.3405"
Bridge of South Christophermouth,Музей,"37.5557, 71.4973"
Озеро к. Инта,Beach,"32.5781, -104.4954"
Park of Rosariofort,Парк,"-45.018, 21.0938"
Park of Lemouth,Храм,"-25.2324, 83.9238"
Park of Port Jenniferport,Храм,"44.655, 78.8779"
Museum of Port Kathleen,Музей,"66.6573, 140.9879"
Замок к. Красноярск,Mountain Peak,"-57.0485, -23.8752"
Museum of South Meganmouth,Природный объект,"-10.7268, 139.0181"
Музей ст. Арзамас,Landmark,"13.1824, -156.3639"
Гора ст. Валдай,Горнолыжный курорт,"-57.6164, -56.0953"
Park of Amyview,Музей,"22.076, -10.7908"
Museum of Erictown,Природный объект,"-45.0039, 163.6365"
Lake of West Veronicamouth,Historic Site,"58.8303, 46.8968"
Замок г. Елец,Достопримечательность,"-19.1649, 150.7628"
Castle of Matthewland,Public Park,"-56.1981, -123.6978"
Замок ст. Миллерово,Достопримечательность,"42.4564, -48.919"
Bridge of Petersonmouth,Храм,"-28.6068, -40.1365"
Castle of Port Kathrynfurt,Горнолыжный курорт,"53.4968, 132.655"
Площадь к. Добрянка,Пляж,"-64.0183, 7.9965"
Square of Matthewsborough,Nature Reserve,"35.4069, 52.5546"
Lake of Lake Johnview,Mountain Peak,"-54.2059, -102.8282"
Lake of East Stephenmouth,Famous Intersection,"-62.3326, 67.7348"
Площадь д. Кингисепп,Достопримечательность,"3.6802, 133.5832"
Park of Leeshire,Landmark,"3.8431, -63.4179"
Парк д. Двинской,Landmark,"16.2407, 32.4998"
Замок ст. Диксон,Исторический район,"-66.1225, -72.9061"
Castle of East Erika,Mountain Peak,"7.6441, 39.3335"
Замок клх Балашов,Горнолыжный курорт,"-31.3237, -59.7055"
Castle of East Sonyaview,Beach,"14.5972, -162.7604"
Square of Port Johnathanfort,Пляж,"-3.9488, 100.0443"
Площадь г. Красноселькуп,Mountain Peak,"-21.038, 164.4139"
Square of New Kristin,Исторический район,"-52.5218, 7.2664"
Park of Katherineland,Исторический район,"38.1583, -100.8231"
Музей ст. Елатьма,Природный объект,"-7.9511, 68.401"
Castle of Millsport,Исторический район,"24.2905, 166.4533"
Музей клх Павловский Посад,Пляж,"-60.0625, 119.07"
Гора д. Кинешма,Beach,"-61.3021, 90.6488"
Castle of Samuelmouth,Горнолыжный курорт,"-67.6399, 13.4947"
Парк с. Чебаркуль,Museum,"62.2459, -101.7209"
Замок ст. Старый Оскол,Landmark,"26.6162, 34.9629"
Museum of Mooreland,Достопримечательность,"42.0635, -103.517"
Замок клх Партизанск,Парк,"31.2166, 113.6756"
Lake of South Danielleshire,Famous Intersection,"-56.807, 43.6595"
Парк к. Черский,Природный объект,"16.1607, 137.6006"
Озеро к. Магадан,Museum,"-30.2232, -83.4985"
Гора г. Макаров,Landmark,"62.4863, -112.8473"
Bridge of Brownport,Famous Intersection,"17.8934, -33.1357"
Square of Port Jessica,Горнолыжный курорт,"44.7627, -46.2174"
Музей ст. Ростов,Nature Reserve,"-30.036, -160.5739"
Lake of Bennettview,Nature Reserve,"-25.2028, -102.7848"
Lake of Woodardchester,Исторический район,"44.2198, -89.5034"
Square of Smithmouth,Достопримечательность,"9.933, -61.2654"
Bridge of New Charlesville,Достопримечательность,"-23.4246, -153.422"
Park of South Danielle,Beach,"-11.8268, 64.313"
Museum of South Angelaton,Природный объект,"-67.6905, -143.2795"
Lake of Saundershaven,Famous Intersection,"52.9244, 16.8179"
Площадь ст. Южноуральск,Парк,"16.2079, -127.4363"
Гора к. Кош-Агач,Mountain Peak,"50.5256, 99.7027"
Озеро д. Калач,Парк,"-52.9401, -104.2051"
Парк г. Бодайбо,Famous Intersection,"68.813, -130.9568"
Square of Jenniferborough,Public Park,"-11.2045, 45.6757"
Замок к. Междуреченский,Природный объект,"-68.4971, 76.2744"
Castle of Jenniferborough,Nature Reserve,"10.1516, 75.0186"
Озеро с. Тюмень,Famous Intersection,"-50.8839, 105.8989"
Площадь ст. Мценск,Пляж,"9.4445, 151.0117"
Гора г. Листвянка (Иркут.),Природный объект,"12.984, -14.1074"
Park of South Alexis,Пляж,"24.4324, 33.264"
Гора к. Йошкар-Ола,Музей,"41.2111, -83.062"
Музей клх Арзамас,Beach,"-47.3858, -99.128"
Парк г. Анадырь,Nature Reserve,"27.7835, -31.3339"
Museum of Garymouth,Природный объект,"14.6493, -141.7268"
Castle of Hollyberg,Природный объект,"-50.4015, 144.8251"
Музей г. Назрань,Исторический район,"-63.1803, 125.176"
Lake of North Amandaborough,Nature Reserve,"66.9891, -95.9575"
Bridge of South Carlos,Historic Site,"17.8619, -164.9881"
Озеро д. Льгов,Горнолыжный курорт,"21.0934, 130.4082"
Площадь с. Ноябрьск,Famous Intersection,"42.94, -64.4637"
Парк с. Крымск,Достопримечательность,"2.5759, 101.9313"
Площадь ст. Бологое,Природный объект,"-46.6119, 37.5756"
Озеро с. Карталы,Пляж,"4.9879, 121.671"
Lake of East Paulshire,Достопримечательность,"-65.3993, -13.8622"
Гора с. Шелагонцы,Museum,"-17.8644, 134.7164"
Park of Martinezside,Mountain Peak,"63.5769, -52.0546"
Museum of Lake Edward,Парк,"54.8139, 152.9725"
Музей г. Мурманск,Beach,"-3.5642, -49.5379"
Square of West Brianborough,Музей,"-8.2918, 72.9838"
Парк клх Уренгой,Mountain Peak,"38.1938, 78.9726"
Square of Rossbury,Nature Reserve,"-58.7205, -44.3075"
Castle of Vasquezland,Парк,"-16.9951, -69.3504"
Bridge of Justintown,Beach,"51.9975, -131.6427"
Гора д. Данков,Храм,"0.7682, 137.2413"
Озеро д. Сергиев Посад,Museum,"-34.7548, -100.8701"
Lake of Staceyhaven,Nature Reserve,"69.613, -168.0761"
Bridge of Port Michaelchester,Парк,"-25.9863, -88.2724"
Озеро п. Беломорск,Исторический район,"-27.2879, 162.5218"
Замок к. Ангарск,Beach,"35.233, 143.6138"
Museum of East Markland,Горнолыжный курорт,"10.4124, -147.6298"
Park of Toddberg,Исторический район,"-23.2492, -104.2307"
Озеро клх Агата,Mountain Peak,"33.2168, -144.358"
Castle of Curtisfort,Храм,"14.1979, -19.2476"
Park of Port Mary,Mountain Peak,"16.5655, -145.6368"
Замок г. Буденновск,Исторический район,"-20.1002, -97.0107"
Museum of Scottville,Museum,"34.5179, 90.9205"
Park of Davistown,Beach,"-68.8923, 64.762"
Park of Patelberg,Historic Site,"-44.4905, -24.7069"
Lake of South Nicholas,Historic Site,"23.8212, 135.5309"
Museum of South Edwardport,Музей,"-49.0478, 86.6199"
Park of Wilcoxton,Природный объект,"44.1287, 64.7203"
Park of Lake Jamiefurt,Достопримечательность,"30.5294, 9.2904"
Площадь д. Байкальск,Beach,"-11.8614, 84.1984"
Castle of West Courtney,Famous Intersection,"56.4186, 102.8535"
Замок клх Уфа,Музей,"-31.1265, -121.6645"
Castle of Port Sheri,Природный объект,"-42.0835, 86.0969"
Bridge of East Eileen,Landmark,"21.5086, 41.2857"
Castle of Port Jared,Горнолыжный курорт,"40.1206, 108.0454"
Площадь д. Черкесск,Природный объект,"51.4345, -19.073"
Музей ст. Миллерово,Historic Site,"36.8074, 148.9283"
Square of Friedmanmouth,Природный объект,"-54.4836, -23.878"
Парк п. Учалы,Исторический район,"-3.8363, -114.1405"
Castle of North Wayne,Храм,"-66.7729, -102.9078"
Музей д. Дзержинск,Парк,"-59.4794, 151.1738"
Museum of East Charlesville,Landmark,"-53.5204, -146.4271"
Площадь клх Катав-Ивановск,Famous Intersection,"25.6842, 10.6666"
Замок к. Александров Гай,Музей,"-50.734, -0.8924"
Замок д. Черский,Mountain Peak,"27.83, -9.8954"
Парк ст. Торжок,Beach,"41.9163, -2.1037"
Park of New David,Достопримечательность,"20.4962, -87.0543"
Bridge of Parksborough,Museum,"-14.0502, -5.7277"
Castle of Phelpsstad,Public Park,"-37.7327, -152.7784"
Park of North John,Пляж,"24.5608, -53.4365"
Lake of Kevintown,Храм,"21.6577, -136.6811"
Museum of Kennethmouth,Парк,"-46.984, 20.4871"
Озеро клх Тюмень,Landmark,"-61.4626, 85.7748"
Площадь д. Уварово,Famous Intersection,"67.3843, -97.329"
Park of Karlhaven,Музей,"-21.4713, -62.8446"
Lake of North Adam,Пляж,"22.1998, 20.6021"
Castle of North Hannahchester,Nature Reserve,"-65.9067, 93.9552"
Музей г. Ижевск,Горнолыжный курорт,"-62.6844, 167.1707"
Square of South Heather,Museum,"-21.935, -106.01"
Площадь к. Слюдянка,Beach,"43.509, -129.0705"
Square of Wolfemouth,Mountain Peak,"-62.636, -104.3997"
Парк с. Старый Оскол,Музей,"-13.4465, -135.4484"
Lake of Trevorshire,Public Park,"41.5599, 57.9737"
Park of North Steven,Mountain Peak,"-1.266, 42.0361"
Гора с. Серафимович,Природный объект,"0.6303, 159.5648"
Square of Porterburgh,Природный объект,"59.8015, 35.498"
Square of West Desireeport,Достопримечательность,"3.3551, -74.6689"
Bridge of Aaronmouth,Nature Reserve,"-39.7562, 56.2861"
Park of Port Frederickville,Храм,"67.3069, -143.0159"
Castle of South Jeffreyton,Mountain Peak,"-6.2099, -78.7906"
Площадь п. Радужный,Nature Reserve,"48.1177, 102.8551"
Park of Kaylaburgh,Historic Site,"10.4949, 106.407"
Гора д. Армавир,Музей,"-20.1932, -50.0095"
Square of Lake Veronica,Горнолыжный курорт,"52.5087, -81.1972"
Park of Frederickhaven,Храм,"68.9927, 127.3048"
Парк г. Кетченеры,Храм,"34.8864, 61.2171"
Замок с. Нарым,Горнолыжный курорт,"-57.4327, -167.2033"
Замок п. Хасан,Достопримечательность,"27.7114, -135.9582"
Озеро п. Владивосток,Famous Intersection,"-20.3689, 26.9881"
Музей д. Александровск-Сахалинский,Beach,"56.0609, 36.6653"
Museum of Patriciamouth,Famous Intersection,"43.1294, 108.003"
Museum of Andersonshire,Historic Site,"-47.9213, -21.2433"
Lake of East Robertview,Famous Intersection,"68.5508, -16.9973"
Square of Tinaport,Museum,"67.7751, -53.9152"
Lake of Juliefurt,Храм,"48.7888, -98.8726"
Музей с. Углегорск,Достопримечательность,"7.3924, 23.5606"
Замок г. Кузнецк,Famous Intersection,"4.1831, 4.766"
Square of Mariehaven,Храм,"64.1614, 67.1772"
Замок г. Агинское (Забайк.),Парк,"-8.1739, 168.9555"
Гора с. Москва,Historic Site,"-49.3492, -135.8585"
Castle of North Andreastad,Горнолыжный курорт,"-69.4393, -54.9594"
Парк ст. Неплюевка,Mountain Peak,"55.1868, 151.0451"
Озеро с. Воткинск,Парк,"-37.1353, -92.6013"
Гора д. Кировск (Ленин.),Mountain Peak,"-17.0139, 139.2839"
Lake of Sherryburgh,Public Park,"-10.666, 88.822"
Castle of Robertstad,Пляж,"-56.629, 60.0863"
Bridge of North Katherine,Museum,"39.3461, 81.3909"
Озеро д. Тосно,Горнолыжный курорт,"-20.9871, -9.869"
Museum of East Jeremyside,Nature Reserve,"-41.807, -55.9666"
Lake of Dianachester,Famous Intersection,"-43.0274, 108.3268"
Museum of Port Taylor,Historic Site,"-22.9706, 87.1586"
Гора ст. Лянтор,Парк,"20.8478, 127.5496"
Lake of Fordville,Природный объект,"-19.8727, 53.2665"
Park of Stevensborough,Горнолыжный курорт,"0.6298, -138.0429"
Площадь г. Катайск,Горнолыжный курорт,"41.1101, 70.9748"
Озеро п. Тверь,Mountain Peak,"-20.8751, 161.9623"
Площадь г. Владивосток,Парк,"-69.1749, 81.4078"
Museum of East Yolandafurt,Historic Site,"24.8599, 165.2368"
Lake of Richardton,Исторический район,"-59.2363, -101.9406"
Museum of East Hannahburgh,Природный объект,"51.9788, -129.1187"
Lake of South Brettfort,Достопримечательность,"-9.023, -34.534"
Lake of North Haleyberg,Nature Reserve,"5.2498, 124.9352"
Площадь д. Хатанга,Горнолыжный курорт,"59.7724, 31.6391"
Площадь г. Краснокамск,Famous Intersection,"37.4607, 45.192"
Museum of Besthaven,Парк,"11.1315, -48.5917"
Гора д. Палана,Парк,"7.1239, 168.9475"
Lake of Angelaport,Famous Intersection,"58.595, -98.2254"
Площадь с. Серебряные Пруды,Public Park,"27.5692, 21.1835"
Bridge of Rebeccaborough,Nature Reserve,"34.9022, -89.4581"
Замок г. Мокшан,Mountain Peak,"63.485, -89.3529"
Park of Jenniferview,Historic Site,"26.0081, 106.1457"
Парк п. Глазов,Mountain Peak,"5.7056, -138.6299"
Музей с. Азов (Рост.),Museum,"6.9558, 40.6482"
Park of West James,Храм,"-23.9072, -14.5061"
Озеро г. Тутончаны,Famous Intersection,"67.7561, -153.4197"
Замок д. Октябрьское (Хант.),Historic Site,"52.6776, -86.9855"
Площадь ст. Южноуральск,Исторический район,"-63.5492, 53.1713"
Bridge of West Greg,Природный объект,"-4.546, -131.4081"
Площадь клх Выборг,Landmark,"-49.4274, 64.4214"
Гора клх Сергиев Посад,Beach,"8.6778, -23.8441"
Lake of South Katrina,Historic Site,"-68.4862, -70.2459"
Музей ст. Каменномостский,Mountain Peak,"14.8079, 142.2264"
